car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
Car ID3271,Mahindra XUV500 W8 2WD,60000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID3272,Hyundai EON Era Plus,60000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID3273,Skoda Fabia 1.4 TDI Ambiente,150000,Manual,Third Owner,19.4 kmpl,1422 CC,70 bhp,155 Nm at 1600-2800 rpm
Car ID3274,Hyundai Verna 1.6 VTVT AT SX,80000,Automatic,Second Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
Car ID3275,Maruti Alto K10 2010-2014 VXI,35000,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID3276,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,44500,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID3277,Maruti Ciaz ZDi Plus,60000,Manual,Third Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID3278,Renault Fluence Diesel E4,120000,Manual,Third Owner,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm
Car ID3279,Honda Amaze S i-DTEC,80000,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID3280,Maruti Gypsy King Soft Top MPI BSIV,9900,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm
Car ID3281,Maruti Swift ZDi,68000,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3282,Toyota Etios Liva G,40000,Manual,Third Owner,,,,
Car ID3283,Honda BRV i-DTEC V MT,60000,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID3284,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,110000,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm
Car ID3285,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,10000,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
Car ID3286,Mahindra Scorpio VLX 2WD AT BSIII,80000,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID3287,Maruti A-Star Vxi,30000,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
Car ID3288,Mahindra XUV500 W8 2WD,120000,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID3289,Hyundai EON Sportz,35000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID3290,Tata Tigor 1.2 Revotron XZ,40000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID3291,Hyundai Grand i10 Magna,60000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID3292,Maruti Swift Dzire ZDi,90000,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID3293,Datsun RediGO 1.0 T Option,20000,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm
Car ID3294,Renault KWID Climber 1.0 AMT,40000,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm
Car ID3295,Ford Figo Diesel Titanium,124316,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
Car ID3296,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,6544,Manual,First Owner,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm
Car ID3297,Toyota Innova 2.5 GX (Diesel) 8 Seater,50000,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID3298,Hyundai i20 Magna 1.2,10000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID3299,Mahindra XUV500 W7 BSIV,50000,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm
Car ID3300,Hyundai Grand i10 SportZ Edition,30000,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm
Car ID3301,Maruti Swift Dzire VXi,69000,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm
Car ID3302,Mahindra KUV 100 mFALCON D75 K8,49600,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm
Car ID3303,Hyundai i10 Era,30000,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm
Car ID3304,Chevrolet Enjoy 1.3 TCDi LTZ 8,198000,Manual,First Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm
Car ID3305,Hyundai i20 Asta (o),80000,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
Car ID3306,Maruti Baleno Delta Automatic,19000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID3307,Maruti Eeco CNG 5 Seater AC BSIV,5000,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm
Car ID3308,Hyundai Grand i10 1.2 Kappa Magna BSIV,10000,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
Car ID3309,Maruti Ertiga BSIV VXI,40000,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm
Car ID3310,Maruti Swift VDI,97000,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3311,Tata Estate Std,80000,Manual,Third Owner,,,,
Car ID3312,Nissan Micra Active XV,30000,Manual,First Owner,19.69 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm
Car ID3313,Maruti Ertiga SHVS ZDI Plus,120000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID3314,Renault Duster 110PS Diesel RxZ,120000,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm
Car ID3315,Ford Figo Diesel Titanium,103994,Manual,Fourth & Above Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
Car ID3316,Toyota Corolla AE,70000,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)"
Car ID3317,Ford Figo Aspire 1.5 TDCi Titanium,70000,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
Car ID3318,Maruti SX4 ZDI Leather,115000,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
Car ID3319,Tata Indica Vista Quadrajet VX,178000,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm
Car ID3320,Maruti Zen Estilo LX BSIV,40000,Manual,Third Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID3321,Ford Figo Diesel EXI,80000,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
Car ID3322,Audi Q7 3.0 TDI Quattro,98000,Automatic,Fourth & Above Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm
Car ID3323,Tata Indica V2 DLS TC,118000,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)"
Car ID3324,Maruti Alto LX,100000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID3325,Tata Indica V2 2001-2011 DLS BSIII,120000,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm
Car ID3326,Mahindra Scorpio Gateway 2WD,120000,Manual,Second Owner,13.5 kmpl,2609 CC,115 bhp,277.5Nm@ 1700-2200rpm
Car ID3327,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,217000,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID3328,Maruti Wagon R AX BSIV,65000,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID3329,Hyundai i10 Asta,41000,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID3330,Maruti Swift ZXI ABS,120000,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)"
Car ID3331,Maruti Alto K10 LXI,70000,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID3332,Renault Duster 85PS Diesel RxL Optional,90000,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID3333,Maruti Ertiga ZDI,80000,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
Car ID3334,Honda City 2017-2020 VTEC,120000,Manual,Second Owner,16.9 kmpl,1497 CC,100 bhp,"13.5@ 4,800(kgm@ rpm)"
Car ID3335,Maruti Alto STD,100000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID3336,Tata Tigor 1.2 Revotron XT,35000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID3337,Renault Triber RXT BSIV,5000,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm
Car ID3338,Maruti Vitara Brezza VDi Option,110000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID3339,Hyundai i20 1.2 Asta Option,20000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID3340,Tata Nexon 1.2 Revotron XZ Plus,15000,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm
Car ID3341,Maruti Alto K10 2010-2014 VXI,40000,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID3342,Honda Jazz 1.2 V i VTEC,41000,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID3343,Mahindra Bolero SLX,100000,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID3344,Mahindra Bolero SLX,110000,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID3345,Ford Fiesta Classic 1.4 Duratorq CLXI,120000,Manual,Third Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm
Car ID3346,Maruti Wagon R LXI,35008,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID3347,Datsun RediGO T,31100,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm
Car ID3348,Hyundai Xcent 1.1 CRDi Base,42312,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm
Car ID3349,Toyota Etios G Safety,72000,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm
Car ID3350,Toyota Etios Liva 1.4 GD,54891,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm
Car ID3351,Hyundai Verna CRDi 1.6 AT SX Plus,30000,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm
Car ID3352,BMW 3 Series 320d Luxury Line Plus,44000,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2750rpm
Car ID3353,Toyota Innova Crysta 2.8 ZX AT BSIV,18890,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm
Car ID3354,Renault Koleos 2.0 Diesel,75010,Automatic,First Owner,13.73 kmpl,1995 CC,148 bhp,320Nm@ 2000rpm
Car ID3355,Renault Pulse RxZ Optional,100000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
Car ID3356,Hyundai Grand i10 Magna AT,4337,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID3357,Volkswagen Polo 2015-2019 1.0 MPI Trendline,14495,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm
Car ID3358,Mahindra XUV500 W9 BSIV,24000,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm
Car ID3359,Toyota Corolla Altis Diesel D4DG,83585,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm
Car ID3360,Volkswagen Polo GT TSI,31000,Automatic,Second Owner,17.21 kmpl,1197 CC,103.6 bhp,175Nm@ 1500-4100rpm
Car ID3361,Toyota Innova Crysta 2.4 GX MT BSIV,100000,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm
Car ID3362,Renault Duster 85PS Diesel RxL,48406,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm
Car ID3363,Hyundai i20 Era 1.4 CRDi,56239,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
Car ID3364,Maruti Baleno Delta 1.2,33243,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID3365,Honda Jazz 1.2 S AT i VTEC,26000,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID3366,Toyota Etios GD,90000,Manual,First Owner,,,,
Car ID3367,Hyundai i20 Active 1.2 SX with AVN,120000,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
Car ID3368,Hyundai i20 Asta Option 1.2,38000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID3369,Hyundai EON Era Plus,60000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID3370,Maruti Swift Dzire VXI,30000,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID3371,Chevrolet Beat LT,50000,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm
Car ID3372,Tata Tiago 1.2 Revotron XZ,42000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID3373,Chevrolet Sail 1.2 LS ABS,30000,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm
Car ID3374,Ford Ikon 1.3 Flair,15858,Manual,First Owner,13.8 kmpl,1299 CC,70 bhp,"10.7@ 2,500(kgm@ rpm)"
Car ID3375,Maruti Alto 800 LXI,15000,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID3376,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,50000,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm
Car ID3377,Chevrolet Beat Diesel,60000,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm
Car ID3378,Renault Lodgy 85PS RxE 7 Seater,35000,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID3379,Ambassador CLASSIC 1500 DSL AC,90000,Manual,Second Owner,12.8 kmpl,1489 CC,35.5 bhp,72.9Nm@ 2250rpm
Car ID3380,Maruti Swift LXI Optional-O,50000,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm
Car ID3381,Honda Mobilio RS i DTEC,110000,Manual,First Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID3382,Maruti Swift VDI,87847,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3383,Maruti Alto LXi,35000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID3384,Maruti Swift VXI 2018,5000,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID3385,Maruti Wagon R AMT VXI,29000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
Car ID3386,Tata Indigo CS LS (TDI) BS-III,20000,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm
Car ID3387,Maruti Swift Dzire VXI 1.2,15000,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID3388,Renault KWID RXL,40000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID3389,Maruti Alto LX,17000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID3390,Tata Manza Aura Quadrajet BS IV,120000,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm
Car ID3391,Maruti Baleno Delta 1.2,45000,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID3392,Mahindra Scorpio 1.99 S10 4WD,60000,Manual,Third Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
Car ID3393,Tata Harrier XZ Dark Edition BSIV,25000,Manual,First Owner,17.0 kmpl,1956 CC,138.1 bhp,350Nm@ 1750-2500rpm
Car ID3394,Ford Fiesta 1.5 TDCi Trend,80000,Manual,Second Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm
Car ID3395,Mahindra Bolero 2011-2019 ZLX BSIII,70000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID3396,Maruti Alto 800 LXI,25000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID3397,Maruti Wagon R VXI BS IV,50000,Manual,Third Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID3398,Toyota Etios Liva GD,100000,Manual,Second Owner,,,,
Car ID3399,Ford Figo 1.5P Titanium AT,40000,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm
Car ID3400,Maruti Omni E MPI STD BS IV,30000,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm
Car ID3401,Chevrolet Sail 1.2 LS ABS,15000,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm
Car ID3402,Mahindra XUV500 W8 2WD,100000,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID3403,Tata Indigo CS eGLX BS IV,70000,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm
Car ID3404,Mahindra Scorpio VLS AT 2.2 mHAWK,110000,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID3405,Hyundai Santro Xing XO eRLX Euro II,9558,Manual,First Owner,,,,
Car ID3406,Maruti Alto K10 VXI AGS Optional,10000,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID3407,Hyundai i10 Sportz,110000,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID3408,Hyundai Verna 1.6 SX,87000,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID3409,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
Car ID3410,Lexus ES 300h,20000,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm
Car ID3411,Jaguar XF 2.0 Diesel Portfolio,45000,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
Car ID3412,Tata Safari Storme EX,110000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
Car ID3413,Volvo XC40 D4 Inscription BSIV,20000,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm
Car ID3414,Toyota Camry 2.5 Hybrid,68089,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm
Car ID3415,Maruti Wagon R LXI,58343,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID3416,Maruti Baleno Alpha 1.3,38817,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3417,Honda Jazz VX,56494,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID3418,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID3419,Maruti Swift AMT VVT VXI,5621,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID3420,Toyota Etios VX,25538,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm
Car ID3421,Maruti Swift AMT ZXI,69779,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID3422,Hyundai Grand i10 1.2 CRDi Sportz,56290,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
Car ID3423,BMW X4 M Sport X xDrive20d,7500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
Car ID3424,BMW X4 M Sport X xDrive20d,8500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
Car ID3425,Honda Amaze V CVT Petrol BSIV,7032,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
Car ID3426,Skoda Rapid 1.6 MPI AT Elegance,11000,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
Car ID3427,Volvo V40 D3 R-Design,2000,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm
Car ID3428,Maruti Baleno Alpha 1.3,70000,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3429,Tata Zest Revotron 1.2 XT,120000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
Car ID3430,Maruti Ertiga ZDI,148000,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
Car ID3431,Hyundai i20 Asta 1.4 CRDi,60000,Manual,Second Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm
Car ID3432,Maruti Alto 800 LXI,18000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID3433,Tata Zest Quadrajet 1.3 75PS XMS,80000,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm
Car ID3434,Maruti Alto LXI,96000,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID3435,Honda Amaze S i-Dtech,97000,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID3436,Hyundai i20 Sportz 1.4 CRDi,210000,Manual,Third Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm
Car ID3437,Volkswagen Vento Diesel Breeze,60000,Manual,Third Owner,20.5 kmpl,1598 CC,105 bhp,250Nm@ 1500-2500rpm
Car ID3438,Maruti Swift Dzire ZDI,90000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3439,Honda WR-V i-VTEC VX,35000,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID3440,Mahindra Verito 1.5 D2 BSIV,120000,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm
Car ID3441,Tata Indigo TDI,100000,Manual,First Owner,19.61 kmpl,1405 CC,70 bhp,135.4Nm@ 2500
Car ID3442,Hyundai Grand i10 Asta Option,20000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID3443,Chevrolet Sail Hatchback Petrol LS ABS,110000,Manual,Second Owner,18.2 kmpl,1199 CC,84.8 bhp,113Nm@ 5000rpm
Car ID3444,Toyota Innova 2.5 GX (Diesel) 7 Seater,35000,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm
Car ID3445,Honda WR-V i-DTEC VX,15000,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID3446,Maruti Ciaz VDi Plus,90000,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID3447,Hyundai i10 Magna,40000,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
Car ID3448,Tata Manza Club Class Quadrajet90 EX,140000,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm
Car ID3449,Maruti Vitara Brezza ZDi,110000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID3450,Toyota Innova Crysta 2.8 GX AT BSIV,55000,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm
Car ID3451,Toyota Innova 2.5 VX (Diesel) 8 Seater,73000,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm
Car ID3452,Maruti Ertiga VDI,100000,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID3453,Ford Figo Aspire 1.5 TDCi Trend,32000,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
Car ID3454,Nissan Sunny Diesel XV,112072,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm
Car ID3455,Ford Figo Diesel EXI,30000,Manual,First Owner,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm
Car ID3456,Maruti Swift VDI BSIV,70000,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID3457,Volkswagen Multivan TDI,50000,Manual,Second Owner,,,,
Car ID3458,Chevrolet Spark 1.0 LS,80000,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
Car ID3459,BMW 3 Series 320d Sedan,110000,Automatic,Fourth & Above Owner,16.07 kmpl,1995 CC,181 bhp,380Nm@ 1750-3000rpm
Car ID3460,Maruti Zen Estilo 1.1 LX BSIII,80000,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm
Car ID3461,Maruti Zen Estilo 1.1 LX BSIII,80000,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm
