,manufacturer,model,year,selling_price,fuel,seller_type,mileage
3452,Ford,Figo Aspire 1.5 TDCi Trend,2015,459999,Diesel,Individual,25.83
3453,Nissan,Sunny Diesel XV,2012,290000,Diesel,Individual,21.64
3454,Ford,Figo Diesel EXI,2014,400000,Diesel,Individual,20.0
3455,Maruti,Swift VDI BSIV,2016,565000,Diesel,Individual,25.2
3457,Chevrolet,Spark 1.0 LS,2009,150000,Petrol,Individual,18.0
3458,BMW,3 Series 320d Sedan,2007,480000,Diesel,Individual,16.07
3459,Maruti,Zen Estilo 1.1 LX BSIII,2007,70000,Petrol,Individual,18.2
3460,Maruti,Zen Estilo 1.1 LX BSIII,2007,70000,Petrol,Individual,18.2
3461,Mercedes-Benz,E-Class E 250 Elegance,2011,1190000,Petrol,Individual,10.93
3463,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,Diesel,Individual,23.0
3464,Hyundai,i20 Sportz Option 1.4 CRDi,2015,600000,Diesel,Individual,22.54
3465,Mahindra,Scorpio S10 7 Seater,2015,1100000,Diesel,Individual,15.4
3466,Maruti,Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,Other,Individual,10.9
3469,Hyundai,i20 Magna,2009,229999,Petrol,Individual,18.5
3470,Honda,Amaze i-VTEC Privilege Edition,2017,570000,Petrol,Individual,17.8
3471,Hyundai,Verna 1.6 SX,2014,575000,Diesel,Individual,22.32
3472,Volkswagen,Vento Diesel Highline,2012,280000,Diesel,Individual,20.54
3473,Hyundai,i20 Active 1.4 SX Dual Tone,2015,580000,Diesel,Individual,21.19
3474,Maruti,Ertiga VDI,2018,875000,Diesel,Individual,25.47
3475,Hyundai,Verna 1.6 SX CRDi (O),2013,500000,Diesel,Individual,22.32
3476,Maruti,Ciaz ZDi,2015,700000,Diesel,Individual,26.21
3477,Ford,Figo 1.2P Titanium MT,2016,388000,Petrol,Individual,18.16
3478,Hyundai,i10 Sportz,2011,225000,Petrol,Individual,20.36
3479,Tata,Indigo CS eGLX BS IV,2011,90000,Petrol,Individual,15.64
3480,Renault,Duster 110PS Diesel RxZ,2014,600000,Diesel,Individual,19.01
3481,Hyundai,i20 Magna,2009,235000,Petrol,Individual,18.5
3482,Hyundai,i20 1.4 CRDi Asta,2011,350000,Diesel,Individual,23.0
3483,Hyundai,i10 Sportz,2011,235000,Petrol,Individual,20.36
3484,Maruti,Alto LXi,2010,190000,Petrol,Individual,19.7
3485,Tata,Manza Aura (ABS) Quadrajet BS IV,2011,325000,Diesel,Individual,21.12
3486,Hyundai,i20 Asta 1.2,2007,550000,Petrol,Individual,18.6
3487,Volkswagen,Vento Diesel Highline,2011,300000,Diesel,Individual,20.54
3488,Tata,Tigor 1.2 Revotron XT,2017,550000,Petrol,Individual,20.3
3489,Mahindra,XUV500 W8 AWD,2013,720000,Diesel,Individual,15.1
3490,Nissan,Micra XE,2011,110000,Petrol,Individual,18.06
3491,Maruti,Alto 800 VXI,2018,310000,Petrol,Individual,24.7
3492,Maruti,Wagon R LXI LPG BSIV,2010,150000,Other,Individual,26.2
3493,Tata,Indica Vista TDI LX,2012,260000,Diesel,Individual,19.4
3494,Hyundai,Accent GLS,2002,55000,Petrol,Individual,13.2
3495,Maruti,Swift VDI,2013,450000,Diesel,Individual,22.9
3496,Hyundai,i10 Sportz Option,2009,199000,Petrol,Individual,20.36
3497,Mahindra,Scorpio S3 9 Seater BSIV,2018,1000000,Diesel,Individual,15.4
3498,Ford,Figo Diesel EXI,2011,240000,Diesel,Individual,20.0
3499,Renault,KWID RXL,2018,350000,Petrol,Individual,25.17
3500,Mahindra,Bolero 2011-2019 ZLX BSIII,2014,530000,Diesel,Individual,15.96
3501,Chevrolet,Spark 1.0 LS,2011,150000,Petrol,Individual,18.0
3502,Hyundai,Elite i20 Magna Plus BSIV,2019,625000,Petrol,Individual,18.6
3503,Hyundai,Grand i10 Magna,2014,378000,Petrol,Individual,18.9
3504,Renault,KWID RXT,2015,210000,Petrol,Individual,25.17
3505,Maruti,Swift Dzire VDI,2018,700000,Diesel,Individual,28.4
3506,Hyundai,Santro Xing GL Plus,2011,156000,Petrol,Individual,17.92
3507,Mahindra,Bolero Power Plus ZLX,2016,700000,Diesel,Individual,16.5
3508,Maruti,Wagon R LXI Minor,2010,194000,Petrol,Individual,18.9
3509,Maruti,Alto LX,2006,120000,Petrol,Individual,19.7
3510,Honda,Amaze S AT i-Vtech,2015,415000,Petrol,Individual,15.5
3511,Honda,Amaze S AT i-Vtech,2015,450000,Petrol,Individual,15.5
3512,Honda,Brio S MT,2014,325000,Petrol,Individual,19.4
3513,Mahindra,Bolero 2011-2019 Plus AC,2014,525000,Diesel,Individual,15.96
3514,Hyundai,EON Magna Plus,2017,265000,Petrol,Individual,21.1
3515,Maruti,Omni 8 Seater BSII,2008,100000,Petrol,Individual,19.7
3516,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2711000,Diesel,Dealer,13.6
3517,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
3518,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
3519,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
3520,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
3521,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
3522,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
3523,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
3524,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
3525,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
3526,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
3527,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
3528,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
3529,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
3530,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
3531,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
3532,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
3533,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
3534,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
3535,Tata,Zest Quadrajet 1.3 XM,2015,400000,Diesel,Individual,23.0
3536,Hyundai,i20 Magna Optional 1.4 CRDi,2013,345000,Diesel,Individual,21.9
3537,Mahindra,Thar CRDe,2018,850000,Diesel,Individual,16.55
3538,Maruti,Ignis 1.2 AMT Zeta BSIV,2018,620000,Petrol,Individual,20.89
3539,Maruti,Baleno Alpha 1.2,2018,700000,Petrol,Individual,21.4
3540,Tata,Indica Vista Quadrajet VX,2012,200000,Diesel,Individual,22.3
3541,Mahindra,Bolero Power Plus LX,2017,660000,Diesel,Individual,16.5
3542,Mitsubishi,Pajero Sport 4X4,2015,1700000,Diesel,Individual,13.5
3543,Tata,Indica V2 DLE BSIII,2009,90000,Diesel,Individual,17.88
3544,Mahindra,XUV500 W6 2WD,2015,1050000,Diesel,Individual,15.1
3545,Ford,Figo Petrol EXI,2010,160000,Petrol,Individual,15.6
3546,Honda,Civic 1.8 (E) MT,2006,150000,Petrol,Individual,13.5
3547,Maruti,Zen Estilo LX BSIV,2010,200000,Petrol,Individual,19.0
3548,Toyota,Corolla Altis Diesel D4DG,2011,365000,Diesel,Individual,21.43
3549,Fiat,Punto 1.2 Active,2009,140000,Petrol,Individual,15.7
3550,Fiat,Avventura Power Up 1.3 Active,2016,360000,Diesel,Individual,20.5
3551,Honda,City 2017-2020 GXi,2008,200000,Petrol,Individual,17.7
3552,Skoda,Laura Ambiente,2010,250000,Diesel,Individual,17.5
3553,Skoda,Laura Ambiente 1.9 PD,2008,229999,Diesel,Individual,17.5
3554,Ford,Fiesta 1.4 ZXi TDCi ABS,2011,320000,Diesel,Individual,17.8
3556,Hyundai,Creta 1.6 SX,2018,1200000,Petrol,Individual,15.8
3557,Maruti,Baleno Zeta Automatic,2018,740000,Petrol,Individual,21.4
3558,Hyundai,i20 Magna Optional 1.4 CRDi,2013,345000,Diesel,Individual,21.9
3559,Maruti,Ignis 1.2 AMT Zeta BSIV,2019,570000,Petrol,Individual,20.89
3560,Maruti,Wagon R VXI 1.2,2019,490000,Petrol,Individual,20.52
3561,Tata,Indigo CR4,2013,250000,Diesel,Individual,23.57
3562,Maruti,Wagon R AMT VXI,2017,430000,Petrol,Individual,20.51
3563,Hyundai,EON Era,2014,225000,Petrol,Individual,21.1
3564,Mahindra,Thar CRDe,2018,850000,Diesel,Individual,16.55
3565,Maruti,Ignis 1.2 AMT Zeta BSIV,2018,620000,Petrol,Individual,20.89
3566,Hyundai,i20 Sportz 1.4 CRDi,2014,440000,Diesel,Individual,22.54
3567,Maruti,Vitara Brezza ZDi Plus Dual Tone,2016,800000,Diesel,Individual,24.3
3568,Maruti,Baleno Alpha 1.2,2018,700000,Petrol,Individual,21.4
3569,Maruti,Swift VDI Optional,2016,600000,Diesel,Individual,25.2
3570,Tata,Indica Vista Quadrajet VX,2012,200000,Diesel,Individual,22.3
3571,Mahindra,Bolero Power Plus LX,2017,660000,Diesel,Individual,16.5
3572,Mitsubishi,Pajero Sport 4X4,2015,1700000,Diesel,Individual,13.5
3573,Hyundai,Grand i10 CRDi Sportz,2015,450000,Diesel,Individual,24.0
3574,Maruti,Swift Dzire VDI,2013,420000,Diesel,Individual,23.4
3575,Toyota,Innova 2.5 EV PS 8 STR BSIV,2011,500000,Diesel,Dealer,12.8
3576,Tata,Tiago 1.2 Revotron XZ,2016,350000,Petrol,Individual,23.84
3577,Mahindra,Xylo D2 BSIV,2014,280000,Diesel,Individual,14.0
3578,Renault,Duster 85PS Diesel RxL Optional with Nav,2013,425000,Diesel,Dealer,20.45
3579,Hyundai,i10 Magna,2013,295000,Petrol,Dealer,20.36
3580,Maruti,Swift VXI Optional,2016,540000,Petrol,Individual,20.4
3581,Maruti,Swift Dzire ZDI,2017,754000,Diesel,Individual,28.4
3582,Toyota,Innova 2.5 GX 8 STR BSIV,2011,650000,Diesel,Dealer,12.8
3583,Toyota,Innova 2.5 VX 7 STR,2011,550000,Diesel,Individual,12.8
3584,Toyota,Innova 2.5 V Diesel 7-seater,2011,550000,Diesel,Individual,12.8
3585,Ford,Figo 1.2P Titanium MT,2019,675000,Petrol,Dealer,18.16
3586,Ford,Freestyle Titanium Plus Diesel,2018,700000,Diesel,Dealer,23.8
3587,Ford,Freestyle Titanium Diesel,2018,795000,Diesel,Dealer,23.8
3588,Toyota,Innova 2.5 VX 7 STR,2010,515000,Diesel,Individual,12.8
3589,Mahindra,KUV 100 G80 K4 Plus,2018,450000,Petrol,Individual,18.15
3590,Hyundai,Getz 1.1 GVS,2008,155000,Petrol,Individual,15.0
3591,Toyota,Etios VXD,2011,350000,Diesel,Individual,23.59
3592,Ford,Figo Diesel Titanium,2011,250000,Diesel,Dealer,20.0
3593,Hyundai,Verna 1.6 SX,2011,450000,Diesel,Individual,22.32
3594,Hyundai,Verna 1.6 SX,2011,450000,Diesel,Individual,22.32
3595,Maruti,800 EX BSII,2003,55599,Petrol,Individual,16.1
3596,Hyundai,i20 Sportz 1.4 CRDi,2014,420000,Diesel,Individual,22.54
3598,Maruti,S-Cross 2017-2020 Alpha DDiS 200 SH,2018,750000,Diesel,Individual,25.1
3599,Datsun,GO T Option,2020,450000,Petrol,Individual,19.02
3600,Maruti,Swift Vdi BSIII,2008,175000,Diesel,Individual,17.8
3601,Hyundai,i20 Active SX Petrol,2019,650000,Petrol,Individual,17.19
3602,Maruti,Ertiga ZDI Plus,2018,1050000,Diesel,Individual,25.47
3603,Hyundai,Verna 1.6 SX CRDi (O),2011,375000,Diesel,Individual,22.32
3604,Hyundai,Santa Fe 2WD MT,2014,1100000,Diesel,Individual,14.74
3605,Mahindra,XUV500 W11 BSIV,2019,1550000,Diesel,Individual,15.1
3606,Ford,Figo Aspire 1.5 TDCi Sports Edition,2017,620000,Diesel,Individual,24.29
3607,Jeep,Compass 2.0 Limited 4X4,2017,1511000,Diesel,Individual,16.3
3608,Maruti,Wagon R LXI,2003,135000,Petrol,Individual,18.9
3609,Hyundai,Verna 1.6 SX CRDi (O),2011,375000,Diesel,Individual,22.32
3610,Renault,KWID RXL,2019,320000,Petrol,Individual,25.17
3611,Mahindra,XUV500 W11 AT BSIV,2019,1650000,Diesel,Individual,15.1
3612,Maruti,Alto K10 VXI,2016,320000,Petrol,Individual,23.95
3613,Maruti,Swift Dzire Zdi BSIV,2012,400000,Diesel,Individual,19.3
3614,Mahindra,XUV500 AT W10 FWD,2015,900000,Diesel,Individual,16.0
3615,Maruti,Alto 800 LXI,2018,310000,Petrol,Individual,24.7
3616,Tata,Nexon 1.2 Revotron XM,2018,595000,Petrol,Individual,17.0
3617,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,Diesel,Individual,23.65
3618,Mahindra,Verito 1.6 G6 Executive BSIII,2013,350000,Petrol,Individual,13.87
3619,Tata,Indica Vista TDI LX,2013,275000,Diesel,Individual,19.1
3620,Maruti,Eeco 5 Seater AC BSIV,2019,420000,Petrol,Individual,15.37
3621,Hyundai,Verna CRDi SX ABS,2008,250000,Diesel,Individual,18.1
3622,Maruti,Swift Ldi BSIV,2007,250000,Diesel,Individual,17.8
3623,Mahindra,Scorpio VLX 2WD BSIII,2008,290000,Diesel,Individual,12.05
3624,Hyundai,Xcent 1.2 Kappa AT SX Option,2016,525000,Petrol,Individual,16.9
3625,Mahindra,Scorpio LX 2.6 Turbo,2008,250000,Diesel,Individual,10.5
3627,Maruti,Celerio VXI,2017,430000,Petrol,Individual,23.1
3628,Maruti,Baleno Zeta 1.2,2017,630000,Petrol,Individual,21.4
3629,Tata,Tigor 1.2 Revotron XZ Option,2018,550000,Petrol,Individual,20.3
3630,Maruti,Swift VDI,2019,630000,Diesel,Individual,28.4
3631,Mahindra,TUV 300 Plus P4 BSIV,2018,850000,Diesel,Individual,18.49
3632,Mahindra,Bolero SLX 2WD,2011,455000,Diesel,Individual,13.6
3633,Mahindra,Bolero SLX 2WD,2011,445000,Diesel,Individual,13.6
3634,Hyundai,i20 Sportz 1.4 CRDi,2013,370000,Diesel,Individual,21.9
3635,Hyundai,Grand i10 Sportz,2016,500000,Petrol,Individual,18.9
3637,Tata,Indica Vista TDI LX,2012,140000,Diesel,Individual,19.4
3638,Maruti,Swift VXI,2019,550000,Petrol,Individual,21.21
3639,Renault,KWID 1.0 RXT Optional,2017,300000,Petrol,Individual,23.01
3640,Tata,Indigo CS eLX BS IV,2011,150000,Diesel,Individual,23.03
3641,Maruti,Wagon R VXI BS IV,2011,229999,Petrol,Individual,18.9
3642,Mahindra,Scorpio Intelli Hybrid S6 Plus,2017,880000,Diesel,Individual,15.4
3643,Toyota,Fortuner 3.0 Diesel,2011,900000,Diesel,Individual,11.5
3644,Mahindra,Scorpio S2 9 Seater,2015,720000,Diesel,Individual,15.4
3645,Hyundai,i20 Magna 1.4 CRDi,2016,550000,Diesel,Individual,22.54
3646,Mahindra,Scorpio S2 9 Seater,2015,720000,Diesel,Individual,15.4
3648,Maruti,Swift VDI BSIV,2016,535000,Diesel,Individual,25.2
3649,Hyundai,Xcent 1.1 CRDi Base,2015,320000,Diesel,Individual,24.4
3650,Hyundai,i20 Sportz Option 1.4 CRDi,2015,500000,Diesel,Individual,22.54
3651,Maruti,Ertiga VDI,2014,525000,Diesel,Individual,20.77
3652,Renault,KWID 1.0 RXT BSIV,2019,220000,Petrol,Individual,23.01
3653,Tata,Tiago 1.2 Revotron XT,2018,350000,Petrol,Individual,23.84
3654,Mahindra,TUV 300 mHAWK100 T8,2016,530000,Diesel,Individual,18.49
3655,Maruti,Alto 800 LXI,2013,215000,Petrol,Individual,22.74
3656,Volkswagen,Vento Diesel Highline,2012,335000,Diesel,Individual,20.54
3657,Hyundai,Xcent 1.1 CRDi Base,2015,320000,Diesel,Individual,24.4
3658,Ford,Figo Diesel LXI,2011,135000,Diesel,Individual,20.0
3659,Maruti,A-Star Vxi,2009,175000,Petrol,Individual,19.0
3660,Mahindra,Bolero 2011-2019 ZLX,2017,800000,Diesel,Individual,15.96
3661,Tata,Indica GLS BS IV,2007,78000,Petrol,Individual,15.3
3662,Honda,City i VTEC VX,2014,565000,Petrol,Individual,17.4
3663,Hyundai,i20 2015-2017 Sportz 1.4 CRDi,2017,575000,Diesel,Individual,22.54
3664,Hyundai,EON Era Plus,2014,170000,Petrol,Individual,21.1
3665,Maruti,Alto 800 VXI,2014,250999,Petrol,Individual,22.74
3666,Mahindra,XUV500 W10 2WD,2015,950000,Diesel,Individual,16.0
3667,Honda,City i VTEC E,2014,650000,Petrol,Individual,17.8
3668,Tata,Safari Storme EX,2013,550000,Diesel,Individual,14.0
3669,Toyota,Innova 2.5 E Diesel PS 7-Seater,2010,650000,Diesel,Individual,12.8
3670,Mahindra,XUV500 W8 4WD,2013,800000,Diesel,Individual,15.1
3671,Maruti,Alto 800 VXI,2020,250999,Petrol,Individual,22.05
3672,Maruti,Alto 800 LXI,2013,170000,Petrol,Individual,22.74
3673,Tata,Indigo CS LE (TDI) BS-III,2013,250000,Diesel,Individual,19.09
3674,Chevrolet,Enjoy Petrol LS 7 Seater,2014,312000,Petrol,Individual,13.7
3675,Maruti,Alto 800 LXI,2014,250000,Petrol,Individual,22.74
3676,Hyundai,EON Magna Plus,2013,200000,Petrol,Individual,21.1
3677,Mahindra,Scorpio S2 7 Seater,2016,670000,Diesel,Individual,15.4
3678,Hyundai,EON D Lite Plus,2017,270000,Petrol,Individual,21.1
3679,Mahindra,Bolero 2011-2019 SLX,2012,360000,Diesel,Individual,15.96
3680,Maruti,Swift VDI,2018,630000,Diesel,Individual,28.4
3681,Maruti,800 EX BSII,2003,55599,Petrol,Individual,16.1
3682,Mahindra,Supro LX 8 Str,2018,400000,Diesel,Individual,23.5
3683,Hyundai,i20 Sportz 1.4 CRDi,2014,420000,Diesel,Individual,22.54
3684,Maruti,Ciaz 1.4 Alpha,2018,764000,Petrol,Individual,20.73
3685,Mahindra,Bolero 2011-2019 SLE,2019,710000,Diesel,Individual,15.96
3686,Tata,Hexa XT,2018,1575000,Diesel,Individual,17.6
3687,Force,One SX ABS 7 Seating,2018,1050000,Diesel,Individual,17.0
3688,Maruti,XL6 Alpha,2019,1000000,Petrol,Individual,19.01
3689,Maruti,SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,Diesel,Dealer,23.65
3690,Ford,EcoSport 1.5 TDCi Titanium BSIV,2015,600000,Diesel,Individual,22.77
3691,Mahindra,TUV 300 T8,2016,509999,Diesel,Individual,18.49
3692,Hyundai,Xcent 1.2 Kappa SX Option,2017,610000,Petrol,Individual,19.1
3693,Maruti,Alto 800 VXI,2017,310000,Petrol,Individual,24.7
3694,Mahindra,Bolero 2011-2019 ZLX BSIII,2016,720000,Diesel,Individual,15.96
3695,Tata,Indigo eCS LS TDI BSIII,2012,158000,Diesel,Individual,19.09
3696,Tata,Indigo LS,2011,175000,Diesel,Individual,17.0
3697,Maruti,Ritz VDi,2010,217000,Diesel,Individual,21.1
3698,Honda,Amaze VX i-DTEC,2013,484999,Diesel,Individual,25.8
3700,Hyundai,Xcent 1.1 CRDi SX,2016,550000,Diesel,Individual,24.4
3701,Maruti,Swift ZXI,2012,280000,Petrol,Individual,18.6
3702,Ford,Classic 1.6 Duratec LXI,2013,350000,Petrol,Individual,14.09
3703,Mahindra,XUV500 W10 2WD,2017,1150000,Diesel,Individual,16.0
3704,Hyundai,Grand i10 Magna,2016,420000,Petrol,Individual,18.9
3705,Maruti,Ciaz 1.4 Alpha,2017,810000,Petrol,Individual,20.73
3706,Hyundai,i20 1.2 Sportz,2011,290000,Petrol,Individual,17.0
3707,Chevrolet,Beat LT,2012,180000,Petrol,Individual,18.6
3708,Maruti,Eeco 5 Seater AC BSIV,2010,160000,Petrol,Individual,15.37
3709,Tata,Nano XE,2017,66000,Petrol,Individual,23.9
3710,Maruti,Wagon R Stingray VXI,2015,369000,Petrol,Individual,20.51
3711,Tata,New Safari DICOR 2.2 VX 4x2 BS IV,2012,300000,Diesel,Individual,13.93
3712,Mahindra,Bolero PLUS AC,2008,350000,Diesel,Individual,13.6
3713,Hyundai,i10 Asta Sunroof AT,2008,220000,Petrol,Individual,19.2
3714,Chevrolet,Tavera B3 LT L1 10 Seats BSIII,2005,160000,Diesel,Individual,14.8
3715,Maruti,Swift Ldi BSIV,2009,221000,Diesel,Individual,17.8
3716,Tata,Zest Revotron 1.2 XT,2017,400000,Petrol,Individual,17.57
3717,Toyota,Camry V4 (MT),2004,250000,Petrol,Individual,13.4
3718,Mahindra,Bolero DI BSIII,2011,390000,Diesel,Individual,13.6
3719,Maruti,Eeco 5 Seater AC BSIV,2012,190000,Petrol,Individual,15.37
3720,Renault,KWID RXT,2017,300000,Petrol,Individual,25.17
3721,Hyundai,i20 1.4 Asta Dual Tone,2017,750000,Diesel,Individual,22.54
3722,Maruti,Swift Dzire VDI,2016,650000,Diesel,Individual,26.59
3723,Honda,Amaze i-VTEC Privilege Edition,2018,635000,Petrol,Individual,17.8
3724,Hyundai,Verna 1.6 SX,2013,520000,Diesel,Individual,22.32
3725,Mahindra,Scorpio S11 4WD BSIV,2020,1500000,Diesel,Individual,16.36
3726,Hyundai,Verna 1.6 SX CRDi (O),2012,415000,Diesel,Individual,22.32
3727,Hyundai,Elite i20 Diesel Sportz,2019,700000,Diesel,Individual,22.54
3728,Maruti,Swift LXI,2017,484999,Petrol,Individual,21.21
3729,Ford,Fiesta 1.4 Durasport EXI,2007,120000,Petrol,Individual,16.6
3730,Hyundai,EON Era Plus,2014,220000,Petrol,Individual,21.1
3731,Hyundai,i10 Magna,2014,320000,Petrol,Individual,20.36
3732,Maruti,Swift VDI,2011,375000,Diesel,Individual,22.9
3733,Maruti,Ertiga VDI,2014,450000,Diesel,Individual,20.77
3734,Hyundai,Verna 1.6 SX CRDi (O),2012,440000,Diesel,Individual,22.32
3735,Hyundai,Grand i10 1.2 Kappa Magna AT,2019,550000,Petrol,Individual,18.9
3736,Maruti,Swift ZDI BSIV,2017,640000,Diesel,Individual,25.2
3737,Toyota,Etios GD,2014,420000,Diesel,Individual,23.59
3738,Hyundai,Grand i10 CRDi Sportz,2016,330000,Diesel,Individual,24.0
3739,Volkswagen,Ameo 1.5 TDI Highline Plus,2019,800000,Diesel,Individual,21.66
3740,Maruti,Wagon R LXI BS IV,2011,240000,Petrol,Individual,18.9
3741,Mahindra,KUV 100 mFALCON D75 K2 Plus,2016,360000,Diesel,Individual,25.32
3742,Hyundai,Verna 1.6 CRDi SX,2017,750000,Diesel,Individual,23.9
3743,Hyundai,i20 1.2 Magna Executive,2017,570000,Petrol,Individual,18.6
3744,Toyota,Etios Liva GD,2015,450000,Diesel,Individual,23.59
3745,Maruti,Ritz LXi,2016,270000,Petrol,Individual,18.5
3746,Maruti,Ertiga VDI,2012,459999,Diesel,Individual,20.77
3747,Maruti,Alto K10 VXI,2015,240000,Petrol,Individual,23.95
3748,Renault,Duster 110PS Diesel RxZ,2012,320000,Diesel,Individual,19.01
3749,Tata,Manza Aura (ABS) Quadrajet BS IV,2011,149000,Diesel,Individual,21.12
3750,Mahindra,Scorpio S11 BSIV,2018,1500000,Diesel,Individual,16.36
3751,Hyundai,Accent Executive,2011,180000,Petrol,Individual,16.36
3752,Hyundai,Santro Xing GLS LPG,2012,185000,Other,Individual,13.45
3753,Maruti,800 AC,2008,65000,Petrol,Individual,16.1
3754,Tata,Indigo LX,2010,130000,Diesel,Individual,17.0
3755,Ford,Fiesta Classic 1.4 Duratorq CLXI,2012,330000,Diesel,Individual,17.8
3756,Tata,Manza Aura (ABS) Quadrajet,2011,190000,Diesel,Dealer,18.8
3757,Maruti,Swift VDI,2014,501000,Diesel,Dealer,22.9
3758,Honda,Amaze S i-DTEC,2017,600000,Diesel,Dealer,25.8
3759,Mahindra,XUV500 W8 4WD,2012,570000,Diesel,Dealer,15.1
3760,Honda,Amaze VX O iDTEC,2015,450000,Diesel,Dealer,25.8
3761,Toyota,Etios 1.5 V,2011,285000,Petrol,Dealer,16.78
3762,Maruti,Swift VDI,2014,490000,Diesel,Dealer,28.4
3763,Maruti,Swift VDI,2014,500000,Diesel,Dealer,28.4
3764,Hyundai,EON Magna Plus,2016,275000,Petrol,Dealer,21.1
3765,Tata,Tiago XT,2017,440000,Petrol,Dealer,23.84
3766,Hyundai,i20 1.4 Asta Option,2018,825000,Diesel,Dealer,22.54
3767,Toyota,Etios Liva 1.4 GD,2012,411000,Diesel,Dealer,23.59
3768,Maruti,Swift Dzire VDI,2013,470000,Diesel,Dealer,26.59
3769,Maruti,Swift VDI,2013,445000,Diesel,Dealer,28.4
3770,Maruti,Baleno Zeta Diesel,2017,752000,Diesel,Dealer,27.39
3771,Skoda,Rapid 1.5 TDI Style Plus Black Package,2016,650000,Diesel,Dealer,21.14
3772,Maruti,Swift VDI,2013,450000,Diesel,Dealer,28.4
3773,Honda,City 1.5 V MT,2011,350000,Petrol,Dealer,17.0
3774,Maruti,Swift VVT VXI,2012,511000,Petrol,Dealer,22.0
3775,Maruti,Baleno Zeta 1.3,2016,700000,Diesel,Dealer,27.39
3776,Toyota,Innova Crysta 2.8 ZX AT BSIV,2016,1800000,Diesel,Individual,11.36
3777,Ford,Figo Aspire 1.2 Ti-VCT Trend,2018,550000,Petrol,Individual,18.16
3778,Ford,Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,Petrol,Individual,16.6
3779,Tata,New Safari DICOR 2.2 VX 4x2,2012,725000,Diesel,Individual,13.93
3780,Hyundai,i20 1.2 Asta Option,2017,630000,Petrol,Individual,18.6
3781,Hyundai,i20 Sportz 1.2,2015,480000,Petrol,Individual,18.6
3782,Maruti,Alto K10 VXI,2016,330000,Petrol,Individual,23.95
3783,Maruti,Gypsy King Soft Top MPI BSIV,2017,500000,Petrol,Individual,11.96
3784,Volkswagen,Polo Diesel Highline 1.2L,2012,300000,Diesel,Individual,22.07
3785,Tata,Zest Quadrajet 1.3 XM,2015,400000,Diesel,Individual,23.0
3786,Tata,Safari DICOR 2.2 EX 4x2,2011,320000,Diesel,Individual,13.93
3787,Hyundai,i10 Magna 1.1L,2008,180000,Petrol,Individual,19.81
3788,Maruti,Baleno Sigma 1.3,2016,530000,Diesel,Individual,27.39
3789,Mahindra,Bolero 2011-2019 Special Edition,2015,600000,Diesel,Individual,15.96
3790,Maruti,Ertiga SHVS ZDI,2017,780000,Diesel,Individual,24.52
3791,Honda,City i DTec SV,2016,700000,Diesel,Individual,26.0
3792,Chevrolet,Beat Diesel,2013,175000,Diesel,Individual,25.44
3793,Mahindra,Bolero Power Plus SLE,2017,735000,Diesel,Individual,16.5
3794,Toyota,Etios Liva GD,2013,325000,Diesel,Individual,23.59
3795,Chevrolet,Tavera LS B3 10 Seats BSII,2006,225000,Diesel,Individual,14.8
3796,Tata,Zest Quadrajet 1.3 XM,2015,350000,Diesel,Individual,23.0
3797,Maruti,Wagon R LXI DUO BSIII,2006,110000,Other,Individual,17.3
3798,Maruti,Zen Estilo LXI BSIII,2007,85000,Petrol,Individual,18.2
3799,Toyota,Corolla AE,2006,150000,Petrol,Individual,13.4
3800,Maruti,Swift Dzire VDi,2009,225000,Diesel,Individual,19.3
3801,Tata,Indica Vista Terra Quadrajet 1.3L,2010,111000,Diesel,Individual,18.0
3802,Maruti,Wagon R VXI Minor,2007,150000,Petrol,Individual,18.9
